,Periodo,1.Dólar observado,anio,mes,dia
10737,2012-01-01 00:00:00,,2012,01,01
10738,2012-01-02 00:00:00,519.2,2012,01,02
10739,2012-01-03 00:00:00,518.2,2012,01,03
10740,2012-01-04 00:00:00,514.34,2012,01,04
10741,2012-01-05 00:00:00,512.23,2012,01,05
10742,2012-01-06 00:00:00,511.8,2012,01,06
10743,2012-01-07 00:00:00,,2012,01,07
10744,2012-01-08 00:00:00,,2012,01,08
10745,2012-01-09 00:00:00,509.54,2012,01,09
10746,2012-01-10 00:00:00,512.4,2012,01,10
10747,2012-01-11 00:00:00,508.76,2012,01,11
10748,2012-01-12 00:00:00,506.91,2012,01,12
10749,2012-01-13 00:00:00,501.47,2012,01,13
10750,2012-01-14 00:00:00,,2012,01,14
10751,2012-01-15 00:00:00,,2012,01,15
10752,2012-01-16 00:00:00,501.99,2012,01,16
10753,2012-01-17 00:00:00,500.99,2012,01,17
10754,2012-01-18 00:00:00,496.68,2012,01,18
10755,2012-01-19 00:00:00,497.05,2012,01,19
10756,2012-01-20 00:00:00,491.93,2012,01,20
10757,2012-01-21 00:00:00,,2012,01,21
10758,2012-01-22 00:00:00,,2012,01,22
10759,2012-01-23 00:00:00,491.59,2012,01,23
10760,2012-01-24 00:00:00,487.87,2012,01,24
10761,2012-01-25 00:00:00,492.96,2012,01,25
10762,2012-01-26 00:00:00,493.58,2012,01,26
10763,2012-01-27 00:00:00,485.64,2012,01,27
10764,2012-01-28 00:00:00,,2012,01,28
10765,2012-01-29 00:00:00,,2012,01,29
10766,2012-01-30 00:00:00,485.35,2012,01,30
10767,2012-01-31 00:00:00,488.99,2012,01,31
10768,2012-02-01 00:00:00,488.75,2012,02,01
10769,2012-02-02 00:00:00,487.73,2012,02,02
10770,2012-02-03 00:00:00,483.7,2012,02,03
10771,2012-02-04 00:00:00,,2012,02,04
10772,2012-02-05 00:00:00,,2012,02,05
10773,2012-02-06 00:00:00,478.64,2012,02,06
10774,2012-02-07 00:00:00,481.09,2012,02,07
10775,2012-02-08 00:00:00,479.98,2012,02,08
10776,2012-02-09 00:00:00,477.13,2012,02,09
10777,2012-02-10 00:00:00,475.29,2012,02,10
10778,2012-02-11 00:00:00,,2012,02,11
10779,2012-02-12 00:00:00,,2012,02,12
10780,2012-02-13 00:00:00,478.39,2012,02,13
10781,2012-02-14 00:00:00,478.2,2012,02,14
10782,2012-02-15 00:00:00,482.99,2012,02,15
10783,2012-02-16 00:00:00,482.75,2012,02,16
10784,2012-02-17 00:00:00,486.59,2012,02,17
10785,2012-02-18 00:00:00,,2012,02,18
10786,2012-02-19 00:00:00,,2012,02,19
10787,2012-02-20 00:00:00,483.94,2012,02,20
10788,2012-02-21 00:00:00,482.18,2012,02,21
10789,2012-02-22 00:00:00,481.5,2012,02,22
10790,2012-02-23 00:00:00,483.57,2012,02,23
10791,2012-02-24 00:00:00,481.08,2012,02,24
10792,2012-02-25 00:00:00,,2012,02,25
10793,2012-02-26 00:00:00,,2012,02,26
10794,2012-02-27 00:00:00,479.08,2012,02,27
10795,2012-02-28 00:00:00,481.27,2012,02,28
10796,2012-02-29 00:00:00,477.41,2012,02,29
10797,2012-03-01 00:00:00,476.27,2012,03,01
10798,2012-03-02 00:00:00,480.62,2012,03,02
10799,2012-03-03 00:00:00,,2012,03,03
10800,2012-03-04 00:00:00,,2012,03,04
10801,2012-03-05 00:00:00,484.47,2012,03,05
10802,2012-03-06 00:00:00,485.06,2012,03,06
10803,2012-03-07 00:00:00,489.68,2012,03,07
10804,2012-03-08 00:00:00,491.57,2012,03,08
10805,2012-03-09 00:00:00,485.03,2012,03,09
10806,2012-03-10 00:00:00,,2012,03,10
10807,2012-03-11 00:00:00,,2012,03,11
10808,2012-03-12 00:00:00,483.46,2012,03,12
10809,2012-03-13 00:00:00,484.81,2012,03,13
10810,2012-03-14 00:00:00,484.71,2012,03,14
10811,2012-03-15 00:00:00,485.71,2012,03,15
10812,2012-03-16 00:00:00,484.53,2012,03,16
10813,2012-03-17 00:00:00,,2012,03,17
10814,2012-03-18 00:00:00,,2012,03,18
10815,2012-03-19 00:00:00,480.9,2012,03,19
10816,2012-03-20 00:00:00,482.83,2012,03,20
10817,2012-03-21 00:00:00,485.61,2012,03,21
10818,2012-03-22 00:00:00,484.98,2012,03,22
10819,2012-03-23 00:00:00,487.72,2012,03,23
10820,2012-03-24 00:00:00,,2012,03,24
10821,2012-03-25 00:00:00,,2012,03,25
10822,2012-03-26 00:00:00,489.54,2012,03,26
10823,2012-03-27 00:00:00,486.31,2012,03,27
10824,2012-03-28 00:00:00,486.42,2012,03,28
10825,2012-03-29 00:00:00,488.71,2012,03,29
10826,2012-03-30 00:00:00,489.76,2012,03,30
10827,2012-03-31 00:00:00,,2012,03,31
10828,2012-04-01 00:00:00,,2012,04,01
10829,2012-04-02 00:00:00,487.44,2012,04,02
10830,2012-04-03 00:00:00,485.76,2012,04,03
10831,2012-04-04 00:00:00,482.17,2012,04,04
10832,2012-04-05 00:00:00,483.78,2012,04,05
10833,2012-04-06 00:00:00,,2012,04,06
10834,2012-04-07 00:00:00,,2012,04,07
10835,2012-04-08 00:00:00,,2012,04,08
10836,2012-04-09 00:00:00,485.07,2012,04,09
10837,2012-04-10 00:00:00,486.1,2012,04,10
10838,2012-04-11 00:00:00,487.04,2012,04,11
10839,2012-04-12 00:00:00,487.37,2012,04,12
10840,2012-04-13 00:00:00,483.98,2012,04,13
10841,2012-04-14 00:00:00,,2012,04,14
10842,2012-04-15 00:00:00,,2012,04,15
10843,2012-04-16 00:00:00,484.58,2012,04,16
10844,2012-04-17 00:00:00,486.95,2012,04,17
10845,2012-04-18 00:00:00,485.83,2012,04,18
10846,2012-04-19 00:00:00,487.32,2012,04,19
10847,2012-04-20 00:00:00,488.96,2012,04,20
10848,2012-04-21 00:00:00,,2012,04,21
10849,2012-04-22 00:00:00,,2012,04,22
10850,2012-04-23 00:00:00,486.07,2012,04,23
10851,2012-04-24 00:00:00,489.64,2012,04,24
10852,2012-04-25 00:00:00,487.15,2012,04,25
10853,2012-04-26 00:00:00,486.52,2012,04,26
10854,2012-04-27 00:00:00,484.88,2012,04,27
10855,2012-04-28 00:00:00,,2012,04,28
10856,2012-04-29 00:00:00,,2012,04,29
10857,2012-04-30 00:00:00,483.41,2012,04,30
10858,2012-05-01 00:00:00,,2012,05,01
10859,2012-05-02 00:00:00,484.87,2012,05,02
10860,2012-05-03 00:00:00,484.7,2012,05,03
10861,2012-05-04 00:00:00,482.12,2012,05,04
10862,2012-05-05 00:00:00,,2012,05,05
10863,2012-05-06 00:00:00,,2012,05,06
10864,2012-05-07 00:00:00,482.12,2012,05,07
10865,2012-05-08 00:00:00,483.44,2012,05,08
10866,2012-05-09 00:00:00,485.54,2012,05,09
10867,2012-05-10 00:00:00,490.17,2012,05,10
10868,2012-05-11 00:00:00,486.32,2012,05,11
10869,2012-05-12 00:00:00,,2012,05,12
10870,2012-05-13 00:00:00,,2012,05,13
10871,2012-05-14 00:00:00,487.8,2012,05,14
10872,2012-05-15 00:00:00,491.42,2012,05,15
10873,2012-05-16 00:00:00,497.11,2012,05,16
10874,2012-05-17 00:00:00,500.77,2012,05,17
10875,2012-05-18 00:00:00,503.76,2012,05,18
10876,2012-05-19 00:00:00,,2012,05,19
10877,2012-05-20 00:00:00,,2012,05,20
10878,2012-05-21 00:00:00,,2012,05,21
10879,2012-05-22 00:00:00,504.47,2012,05,22
10880,2012-05-23 00:00:00,505.46,2012,05,23
10881,2012-05-24 00:00:00,510.17,2012,05,24
10882,2012-05-25 00:00:00,507.83,2012,05,25
10883,2012-05-26 00:00:00,,2012,05,26
10884,2012-05-27 00:00:00,,2012,05,27
10885,2012-05-28 00:00:00,510.56,2012,05,28
10886,2012-05-29 00:00:00,510.26,2012,05,29
10887,2012-05-30 00:00:00,512.05,2012,05,30
10888,2012-05-31 00:00:00,517.91,2012,05,31
10889,2012-06-01 00:00:00,519.69,2012,06,01
10890,2012-06-02 00:00:00,,2012,06,02
10891,2012-06-03 00:00:00,,2012,06,03
10892,2012-06-04 00:00:00,519.6,2012,06,04
10893,2012-06-05 00:00:00,515.58,2012,06,05
10894,2012-06-06 00:00:00,512.47,2012,06,06
10895,2012-06-07 00:00:00,508.28,2012,06,07
10896,2012-06-08 00:00:00,501.74,2012,06,08
10897,2012-06-09 00:00:00,,2012,06,09
10898,2012-06-10 00:00:00,,2012,06,10
10899,2012-06-11 00:00:00,504.08,2012,06,11
10900,2012-06-12 00:00:00,501.85,2012,06,12
10901,2012-06-13 00:00:00,504.03,2012,06,13
10902,2012-06-14 00:00:00,502.07,2012,06,14
10903,2012-06-15 00:00:00,501.34,2012,06,15
10904,2012-06-16 00:00:00,,2012,06,16
10905,2012-06-17 00:00:00,,2012,06,17
10906,2012-06-18 00:00:00,499.09,2012,06,18
10907,2012-06-19 00:00:00,500.73,2012,06,19
10908,2012-06-20 00:00:00,495.48,2012,06,20
10909,2012-06-21 00:00:00,496.66,2012,06,21
10910,2012-06-22 00:00:00,499.59,2012,06,22
10911,2012-06-23 00:00:00,,2012,06,23
10912,2012-06-24 00:00:00,,2012,06,24
10913,2012-06-25 00:00:00,503.89,2012,06,25
10914,2012-06-26 00:00:00,508.1,2012,06,26
10915,2012-06-27 00:00:00,508.84,2012,06,27
10916,2012-06-28 00:00:00,505.35,2012,06,28
10917,2012-06-29 00:00:00,509.73,2012,06,29
10918,2012-06-30 00:00:00,,2012,06,30
10919,2012-07-01 00:00:00,,2012,07,01
10920,2012-07-02 00:00:00,,2012,07,02
10921,2012-07-03 00:00:00,501.84,2012,07,03
10922,2012-07-04 00:00:00,496.33,2012,07,04
10923,2012-07-05 00:00:00,496.18,2012,07,05
10924,2012-07-06 00:00:00,495.97,2012,07,06
10925,2012-07-07 00:00:00,,2012,07,07
10926,2012-07-08 00:00:00,,2012,07,08
10927,2012-07-09 00:00:00,499.26,2012,07,09
10928,2012-07-10 00:00:00,496.89,2012,07,10
10929,2012-07-11 00:00:00,493.34,2012,07,11
10930,2012-07-12 00:00:00,492.54,2012,07,12
10931,2012-07-13 00:00:00,493.87,2012,07,13
10932,2012-07-14 00:00:00,,2012,07,14
10933,2012-07-15 00:00:00,,2012,07,15
10934,2012-07-16 00:00:00,,2012,07,16
10935,2012-07-17 00:00:00,490.38,2012,07,17
10936,2012-07-18 00:00:00,488.82,2012,07,18
10937,2012-07-19 00:00:00,488.42,2012,07,19
10938,2012-07-20 00:00:00,485.64,2012,07,20
10939,2012-07-21 00:00:00,,2012,07,21
10940,2012-07-22 00:00:00,,2012,07,22
10941,2012-07-23 00:00:00,487.95,2012,07,23
10942,2012-07-24 00:00:00,493.1,2012,07,24
10943,2012-07-25 00:00:00,493.32,2012,07,25
10944,2012-07-26 00:00:00,492.49,2012,07,26
10945,2012-07-27 00:00:00,485.88,2012,07,27
10946,2012-07-28 00:00:00,,2012,07,28
10947,2012-07-29 00:00:00,,2012,07,29
10948,2012-07-30 00:00:00,483.64,2012,07,30
10949,2012-07-31 00:00:00,482.83,2012,07,31
10950,2012-08-01 00:00:00,481.94,2012,08,01
10951,2012-08-02 00:00:00,483.23,2012,08,02
10952,2012-08-03 00:00:00,484.6,2012,08,03
10953,2012-08-04 00:00:00,,2012,08,04
10954,2012-08-05 00:00:00,,2012,08,05
10955,2012-08-06 00:00:00,480.52,2012,08,06
10956,2012-08-07 00:00:00,478.62,2012,08,07
10957,2012-08-08 00:00:00,477.04,2012,08,08
10958,2012-08-09 00:00:00,477.07,2012,08,09
10959,2012-08-10 00:00:00,474.72,2012,08,10
10960,2012-08-11 00:00:00,,2012,08,11
10961,2012-08-12 00:00:00,,2012,08,12
10962,2012-08-13 00:00:00,477.95,2012,08,13
10963,2012-08-14 00:00:00,482.02,2012,08,14
10964,2012-08-15 00:00:00,,2012,08,15
10965,2012-08-16 00:00:00,481.79,2012,08,16
10966,2012-08-17 00:00:00,483.67,2012,08,17
10967,2012-08-18 00:00:00,,2012,08,18
10968,2012-08-19 00:00:00,,2012,08,19
10969,2012-08-20 00:00:00,484.17,2012,08,20
10970,2012-08-21 00:00:00,485.52,2012,08,21
10971,2012-08-22 00:00:00,482.41,2012,08,22
10972,2012-08-23 00:00:00,482.11,2012,08,23
10973,2012-08-24 00:00:00,479.63,2012,08,24
10974,2012-08-25 00:00:00,,2012,08,25
10975,2012-08-26 00:00:00,,2012,08,26
10976,2012-08-27 00:00:00,481.33,2012,08,27
10977,2012-08-28 00:00:00,481.12,2012,08,28
10978,2012-08-29 00:00:00,480.65,2012,08,29
10979,2012-08-30 00:00:00,480.59,2012,08,30
10980,2012-08-31 00:00:00,481.17,2012,08,31
10981,2012-09-01 00:00:00,,2012,09,01
10982,2012-09-02 00:00:00,,2012,09,02
10983,2012-09-03 00:00:00,480.25,2012,09,03
10984,2012-09-04 00:00:00,481.11,2012,09,04
10985,2012-09-05 00:00:00,480.93,2012,09,05
10986,2012-09-06 00:00:00,481.07,2012,09,06
10987,2012-09-07 00:00:00,477.49,2012,09,07
10988,2012-09-08 00:00:00,,2012,09,08
10989,2012-09-09 00:00:00,,2012,09,09
10990,2012-09-10 00:00:00,474.98,2012,09,10
10991,2012-09-11 00:00:00,475.24,2012,09,11
10992,2012-09-12 00:00:00,474.74,2012,09,12
10993,2012-09-13 00:00:00,473.54,2012,09,13
10994,2012-09-14 00:00:00,472.86,2012,09,14
10995,2012-09-15 00:00:00,,2012,09,15
10996,2012-09-16 00:00:00,,2012,09,16
10997,2012-09-17 00:00:00,,2012,09,17
10998,2012-09-18 00:00:00,,2012,09,18
10999,2012-09-19 00:00:00,,2012,09,19
11000,2012-09-20 00:00:00,469.65,2012,09,20
11001,2012-09-21 00:00:00,471.58,2012,09,21
11002,2012-09-22 00:00:00,,2012,09,22
11003,2012-09-23 00:00:00,,2012,09,23
11004,2012-09-24 00:00:00,472.01,2012,09,24
11005,2012-09-25 00:00:00,475.52,2012,09,25
11006,2012-09-26 00:00:00,471.19,2012,09,26
11007,2012-09-27 00:00:00,471.88,2012,09,27
11008,2012-09-28 00:00:00,470.48,2012,09,28
11009,2012-09-29 00:00:00,,2012,09,29
11010,2012-09-30 00:00:00,,2012,09,30
11011,2012-10-01 00:00:00,473.77,2012,10,01
11012,2012-10-02 00:00:00,473.08,2012,10,02
11013,2012-10-03 00:00:00,472.77,2012,10,03
11014,2012-10-04 00:00:00,473.41,2012,10,04
11015,2012-10-05 00:00:00,472.76,2012,10,05
11016,2012-10-06 00:00:00,,2012,10,06
11017,2012-10-07 00:00:00,,2012,10,07
11018,2012-10-08 00:00:00,472.37,2012,10,08
11019,2012-10-09 00:00:00,474.47,2012,10,09
11020,2012-10-10 00:00:00,474.01,2012,10,10
11021,2012-10-11 00:00:00,475.02,2012,10,11
11022,2012-10-12 00:00:00,472.8,2012,10,12
11023,2012-10-13 00:00:00,,2012,10,13
11024,2012-10-14 00:00:00,,2012,10,14
11025,2012-10-15 00:00:00,,2012,10,15
11026,2012-10-16 00:00:00,472.95,2012,10,16
11027,2012-10-17 00:00:00,471.54,2012,10,17
11028,2012-10-18 00:00:00,472.19,2012,10,18
11029,2012-10-19 00:00:00,472.56,2012,10,19
11030,2012-10-20 00:00:00,,2012,10,20
11031,2012-10-21 00:00:00,,2012,10,21
11032,2012-10-22 00:00:00,474.25,2012,10,22
11033,2012-10-23 00:00:00,475.67,2012,10,23
11034,2012-10-24 00:00:00,481.4,2012,10,24
11035,2012-10-25 00:00:00,481.78,2012,10,25
11036,2012-10-26 00:00:00,478.87,2012,10,26
11037,2012-10-27 00:00:00,,2012,10,27
11038,2012-10-28 00:00:00,,2012,10,28
11039,2012-10-29 00:00:00,480.3,2012,10,29
11040,2012-10-30 00:00:00,481.98,2012,10,30
11041,2012-10-31 00:00:00,480.03,2012,10,31
11042,2012-11-01 00:00:00,,2012,11,01
11043,2012-11-02 00:00:00,,2012,11,02
11044,2012-11-03 00:00:00,,2012,11,03
11045,2012-11-04 00:00:00,,2012,11,04
11046,2012-11-05 00:00:00,480.59,2012,11,05
11047,2012-11-06 00:00:00,482.29,2012,11,06
11048,2012-11-07 00:00:00,479.78,2012,11,07
11049,2012-11-08 00:00:00,479.63,2012,11,08
11050,2012-11-09 00:00:00,478.19,2012,11,09
11051,2012-11-10 00:00:00,,2012,11,10
11052,2012-11-11 00:00:00,,2012,11,11
11053,2012-11-12 00:00:00,479.79,2012,11,12
11054,2012-11-13 00:00:00,479.98,2012,11,13
11055,2012-11-14 00:00:00,483.69,2012,11,14
11056,2012-11-15 00:00:00,484.26,2012,11,15
11057,2012-11-16 00:00:00,483.94,2012,11,16
11058,2012-11-17 00:00:00,,2012,11,17
11059,2012-11-18 00:00:00,,2012,11,18
11060,2012-11-19 00:00:00,484.48,2012,11,19
11061,2012-11-20 00:00:00,480.77,2012,11,20
11062,2012-11-21 00:00:00,478.92,2012,11,21
11063,2012-11-22 00:00:00,477.81,2012,11,22
11064,2012-11-23 00:00:00,476.2,2012,11,23
11065,2012-11-24 00:00:00,,2012,11,24
11066,2012-11-25 00:00:00,,2012,11,25
11067,2012-11-26 00:00:00,478.03,2012,11,26
11068,2012-11-27 00:00:00,480.9,2012,11,27
11069,2012-11-28 00:00:00,481.05,2012,11,28
11070,2012-11-29 00:00:00,481.69,2012,11,29
11071,2012-11-30 00:00:00,479.42,2012,11,30
11072,2012-12-01 00:00:00,,2012,12,01
11073,2012-12-02 00:00:00,,2012,12,02
11074,2012-12-03 00:00:00,480.39,2012,12,03
11075,2012-12-04 00:00:00,481.28,2012,12,04
11076,2012-12-05 00:00:00,481.05,2012,12,05
11077,2012-12-06 00:00:00,480.18,2012,12,06
11078,2012-12-07 00:00:00,477.97,2012,12,07
11079,2012-12-08 00:00:00,,2012,12,08
11080,2012-12-09 00:00:00,,2012,12,09
11081,2012-12-10 00:00:00,477.04,2012,12,10
