,Periodo,1.Dólar observado,anio,mes,dia
11833,2015-01-01 00:00:00,,2015,01,01
11834,2015-01-02 00:00:00,606.75,2015,01,02
11835,2015-01-03 00:00:00,,2015,01,03
11836,2015-01-04 00:00:00,,2015,01,04
11837,2015-01-05 00:00:00,612.47,2015,01,05
11838,2015-01-06 00:00:00,616.76,2015,01,06
11839,2015-01-07 00:00:00,616.09,2015,01,07
11840,2015-01-08 00:00:00,614.76,2015,01,08
11841,2015-01-09 00:00:00,613.08,2015,01,09
11842,2015-01-10 00:00:00,,2015,01,10
11843,2015-01-11 00:00:00,,2015,01,11
11844,2015-01-12 00:00:00,614.03,2015,01,12
11845,2015-01-13 00:00:00,616.52,2015,01,13
11846,2015-01-14 00:00:00,617.53,2015,01,14
11847,2015-01-15 00:00:00,625.38,2015,01,15
11848,2015-01-16 00:00:00,623.67,2015,01,16
11849,2015-01-17 00:00:00,,2015,01,17
11850,2015-01-18 00:00:00,,2015,01,18
11851,2015-01-19 00:00:00,627.01,2015,01,19
11852,2015-01-20 00:00:00,629.09,2015,01,20
11853,2015-01-21 00:00:00,627.23,2015,01,21
11854,2015-01-22 00:00:00,628.44,2015,01,22
11855,2015-01-23 00:00:00,625.95,2015,01,23
11856,2015-01-24 00:00:00,,2015,01,24
11857,2015-01-25 00:00:00,,2015,01,25
11858,2015-01-26 00:00:00,626.38,2015,01,26
11859,2015-01-27 00:00:00,625.67,2015,01,27
11860,2015-01-28 00:00:00,623.37,2015,01,28
11861,2015-01-29 00:00:00,622.44,2015,01,29
11862,2015-01-30 00:00:00,626.48,2015,01,30
11863,2015-01-31 00:00:00,,2015,01,31
11864,2015-02-01 00:00:00,,2015,02,01
11865,2015-02-02 00:00:00,632.03,2015,02,02
11866,2015-02-03 00:00:00,632.19,2015,02,03
11867,2015-02-04 00:00:00,626.97,2015,02,04
11868,2015-02-05 00:00:00,627.09,2015,02,05
11869,2015-02-06 00:00:00,624.8,2015,02,06
11870,2015-02-07 00:00:00,,2015,02,07
11871,2015-02-08 00:00:00,,2015,02,08
11872,2015-02-09 00:00:00,623.21,2015,02,09
11873,2015-02-10 00:00:00,626.04,2015,02,10
11874,2015-02-11 00:00:00,626.44,2015,02,11
11875,2015-02-12 00:00:00,628.22,2015,02,12
11876,2015-02-13 00:00:00,626.92,2015,02,13
11877,2015-02-14 00:00:00,,2015,02,14
11878,2015-02-15 00:00:00,,2015,02,15
11879,2015-02-16 00:00:00,620.18,2015,02,16
11880,2015-02-17 00:00:00,619.72,2015,02,17
11881,2015-02-18 00:00:00,619.72,2015,02,18
11882,2015-02-19 00:00:00,620.4,2015,02,19
11883,2015-02-20 00:00:00,620.33,2015,02,20
11884,2015-02-21 00:00:00,,2015,02,21
11885,2015-02-22 00:00:00,,2015,02,22
11886,2015-02-23 00:00:00,616.86,2015,02,23
11887,2015-02-24 00:00:00,621.18,2015,02,24
11888,2015-02-25 00:00:00,622.88,2015,02,25
11889,2015-02-26 00:00:00,619.5,2015,02,26
11890,2015-02-27 00:00:00,617.67,2015,02,27
11891,2015-02-28 00:00:00,,2015,02,28
11892,2015-03-01 00:00:00,,2015,03,01
11893,2015-03-02 00:00:00,618.76,2015,03,02
11894,2015-03-03 00:00:00,617.38,2015,03,03
11895,2015-03-04 00:00:00,617.6,2015,03,04
11896,2015-03-05 00:00:00,619.78,2015,03,05
11897,2015-03-06 00:00:00,619.61,2015,03,06
11898,2015-03-07 00:00:00,,2015,03,07
11899,2015-03-08 00:00:00,,2015,03,08
11900,2015-03-09 00:00:00,624.68,2015,03,09
11901,2015-03-10 00:00:00,628.47,2015,03,10
11902,2015-03-11 00:00:00,633.03,2015,03,11
11903,2015-03-12 00:00:00,637.59,2015,03,12
11904,2015-03-13 00:00:00,633.54,2015,03,13
11905,2015-03-14 00:00:00,,2015,03,14
11906,2015-03-15 00:00:00,,2015,03,15
11907,2015-03-16 00:00:00,639.02,2015,03,16
11908,2015-03-17 00:00:00,639.37,2015,03,17
11909,2015-03-18 00:00:00,640.84,2015,03,18
11910,2015-03-19 00:00:00,642.18,2015,03,19
11911,2015-03-20 00:00:00,638.82,2015,03,20
