,Periodo,1.Dólar observado,anio,mes,dia
3798,1993-01-01 00:00:00,,1993,01,01
3799,1993-01-02 00:00:00,,1993,01,02
3800,1993-01-03 00:00:00,,1993,01,03
3801,1993-01-04 00:00:00,382.12,1993,01,04
3802,1993-01-05 00:00:00,383.57,1993,01,05
3803,1993-01-06 00:00:00,383.64,1993,01,06
3804,1993-01-07 00:00:00,383.32,1993,01,07
3805,1993-01-08 00:00:00,383.59,1993,01,08
3806,1993-01-09 00:00:00,,1993,01,09
3807,1993-01-10 00:00:00,,1993,01,10
3808,1993-01-11 00:00:00,384.83,1993,01,11
3809,1993-01-12 00:00:00,384.08,1993,01,12
3810,1993-01-13 00:00:00,383.64,1993,01,13
3811,1993-01-14 00:00:00,384.74,1993,01,14
3812,1993-01-15 00:00:00,384.35,1993,01,15
3813,1993-01-16 00:00:00,,1993,01,16
3814,1993-01-17 00:00:00,,1993,01,17
3815,1993-01-18 00:00:00,384.24,1993,01,18
3816,1993-01-19 00:00:00,383.91,1993,01,19
3817,1993-01-20 00:00:00,383.56,1993,01,20
3818,1993-01-21 00:00:00,382.97,1993,01,21
3819,1993-01-22 00:00:00,383.66,1993,01,22
3820,1993-01-23 00:00:00,,1993,01,23
3821,1993-01-24 00:00:00,,1993,01,24
3822,1993-01-25 00:00:00,384.04,1993,01,25
3823,1993-01-26 00:00:00,383.38,1993,01,26
3824,1993-01-27 00:00:00,383.93,1993,01,27
3825,1993-01-28 00:00:00,386.12,1993,01,28
3826,1993-01-29 00:00:00,384.82,1993,01,29
3827,1993-01-30 00:00:00,,1993,01,30
3828,1993-01-31 00:00:00,,1993,01,31
3829,1993-02-01 00:00:00,384.37,1993,02,01
3830,1993-02-02 00:00:00,385.02,1993,02,02
3831,1993-02-03 00:00:00,385.82,1993,02,03
3832,1993-02-04 00:00:00,387.0,1993,02,04
3833,1993-02-05 00:00:00,388.0,1993,02,05
3834,1993-02-06 00:00:00,,1993,02,06
3835,1993-02-07 00:00:00,,1993,02,07
3836,1993-02-08 00:00:00,388.89,1993,02,08
3837,1993-02-09 00:00:00,388.43,1993,02,09
3838,1993-02-10 00:00:00,388.48,1993,02,10
3839,1993-02-11 00:00:00,387.53,1993,02,11
3840,1993-02-12 00:00:00,387.73,1993,02,12
3841,1993-02-13 00:00:00,,1993,02,13
3842,1993-02-14 00:00:00,,1993,02,14
3843,1993-02-15 00:00:00,387.36,1993,02,15
3844,1993-02-16 00:00:00,387.67,1993,02,16
3845,1993-02-17 00:00:00,387.65,1993,02,17
3846,1993-02-18 00:00:00,387.75,1993,02,18
3847,1993-02-19 00:00:00,388.39,1993,02,19
3848,1993-02-20 00:00:00,,1993,02,20
3849,1993-02-21 00:00:00,,1993,02,21
3850,1993-02-22 00:00:00,388.35,1993,02,22
3851,1993-02-23 00:00:00,388.86,1993,02,23
3852,1993-02-24 00:00:00,389.9,1993,02,24
3853,1993-02-25 00:00:00,390.17,1993,02,25
3854,1993-02-26 00:00:00,390.84,1993,02,26
3855,1993-02-27 00:00:00,,1993,02,27
3856,1993-02-28 00:00:00,,1993,02,28
3857,1993-03-01 00:00:00,391.31,1993,03,01
3858,1993-03-02 00:00:00,391.32,1993,03,02
3859,1993-03-03 00:00:00,391.28,1993,03,03
3860,1993-03-04 00:00:00,392.28,1993,03,04
3861,1993-03-05 00:00:00,394.25,1993,03,05
3862,1993-03-06 00:00:00,,1993,03,06
3863,1993-03-07 00:00:00,,1993,03,07
3864,1993-03-08 00:00:00,395.59,1993,03,08
3865,1993-03-09 00:00:00,398.77,1993,03,09
3866,1993-03-10 00:00:00,399.37,1993,03,10
3867,1993-03-11 00:00:00,397.46,1993,03,11
3868,1993-03-12 00:00:00,395.47,1993,03,12
3869,1993-03-13 00:00:00,,1993,03,13
3870,1993-03-14 00:00:00,,1993,03,14
3871,1993-03-15 00:00:00,396.76,1993,03,15
3872,1993-03-16 00:00:00,397.87,1993,03,16
3873,1993-03-17 00:00:00,398.67,1993,03,17
3874,1993-03-18 00:00:00,399.41,1993,03,18
3875,1993-03-19 00:00:00,398.64,1993,03,19
3876,1993-03-20 00:00:00,,1993,03,20
3877,1993-03-21 00:00:00,,1993,03,21
3878,1993-03-22 00:00:00,398.61,1993,03,22
